,subject_age,subject_race,subject_sex,contraband_found,frisk_performed,search_person,search_vehicle,reason_for_stop,reason_for_search
9882,27.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
9883,27.0,hispanic,male,True,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
9889,36.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
9907,53.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
9919,67.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
9988,32.0,white,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,CONSENT
10064,32.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
10181,25.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
10305,27.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
10362,37.0,black,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
10413,24.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
10435,27.0,white,male,False,True,True,False,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
10614,44.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
10668,21.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
10697,25.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
10709,25.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
10727,20.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
10792,51.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
10804,22.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
10894,37.0,hispanic,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
11072,37.0,white,female,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11073,26.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11098,51.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11194,16.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11229,23.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11251,40.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11257,30.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11372,47.0,white,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
11716,29.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11905,17.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11919,38.0,white,male,False,True,True,False,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
11946,21.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
11950,25.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
11951,45.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
12010,24.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
12251,25.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
12293,45.0,white,female,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
12307,19.0,hispanic,male,False,True,True,True,OTHER,FRISK FOR SAFETY
12312,26.0,white,male,False,False,True,True,OTHER,PROBABLE CAUSE
12334,21.0,hispanic,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
12341,22.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
12343,37.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
12346,22.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
12370,30.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
12382,18.0,hispanic,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
12401,18.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
12410,23.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
12425,24.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
12429,29.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
12439,40.0,black,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
12476,28.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
12521,20.0,hispanic,male,False,True,True,True,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
12524,22.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
12531,20.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
12552,26.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
12568,25.0,black,female,False,False,True,False,VIOLATION OF CITY ORDINANCE,PROBABLE CAUSE
12569,26.0,black,male,False,False,True,False,VIOLATION OF CITY ORDINANCE,PROBABLE CAUSE
12639,49.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
12656,23.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
12665,27.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
12666,28.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
12667,30.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
12668,32.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
12669,24.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
12671,38.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
12933,28.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13024,20.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
13102,15.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
13159,20.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13173,24.0,hispanic,male,False,True,True,False,OTHER,FRISK FOR SAFETY
13200,21.0,hispanic,male,False,True,True,True,OTHER,FRISK FOR SAFETY
13225,46.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13260,22.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
13270,25.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
13272,23.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13285,17.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
13287,19.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13299,46.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
13301,28.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
13305,17.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
13308,35.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13310,40.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13312,49.0,black,female,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13313,48.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13320,17.0,black,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
13350,22.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
13363,16.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
13370,43.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
13399,43.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
13578,49.0,white,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
13816,20.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
13817,19.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
13939,30.0,white,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
14000,20.0,black,male,True,False,True,False,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
14028,23.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
14036,22.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
14096,29.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
14636,26.0,hispanic,male,False,True,True,False,VIOLATION OF CITY ORDINANCE,FRISK FOR SAFETY
14639,29.0,white,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
14642,39.0,white,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
14649,22.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
14671,37.0,white,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
14722,26.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
14723,39.0,white,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
14726,31.0,black,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
14738,32.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
14756,16.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
14772,54.0,black,male,True,True,True,True,OTHER,FRISK FOR SAFETY
14806,29.0,white,male,False,True,True,False,OTHER,FRISK FOR SAFETY
14823,20.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
14834,21.0,white,male,False,True,True,True,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
14837,34.0,black,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
14852,43.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
14858,17.0,hispanic,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
14859,16.0,hispanic,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
14930,47.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
14931,35.0,black,male,True,False,True,True,VIOLATION OF PENAL CODE,PROBABLE CAUSE
14943,36.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
14949,22.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
14954,23.0,hispanic,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
15046,39.0,black,male,False,True,True,True,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
15058,49.0,black,male,True,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15070,35.0,hispanic,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15084,47.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15087,20.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15088,16.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15117,28.0,hispanic,male,True,False,True,False,OTHER,CONSENT
15122,20.0,white,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15138,21.0,white,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
15144,29.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15149,29.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15155,40.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15196,26.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15197,26.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15200,24.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15201,26.0,white,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15223,23.0,hispanic,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15234,34.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15235,33.0,black,female,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15240,27.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15257,43.0,hispanic,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15260,24.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15264,44.0,white,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15283,18.0,black,male,True,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15284,17.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15287,19.0,black,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15308,52.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15335,25.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15365,18.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15378,42.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15388,50.0,white,male,False,True,True,False,OTHER,FRISK FOR SAFETY
15392,19.0,black,male,False,True,True,True,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
15402,23.0,black,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15414,18.0,white,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15415,18.0,white,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15419,20.0,black,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
15424,23.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15445,28.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15446,19.0,white,female,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15447,24.0,hispanic,female,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15452,24.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15469,18.0,black,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15475,55.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15477,20.0,hispanic,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15478,21.0,hispanic,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15479,19.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15480,16.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15482,17.0,black,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15504,16.0,hispanic,female,True,False,True,False,SUSPICIOUS PERSON / VEHICLE,CONSENT
15518,40.0,black,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15525,39.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15538,34.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15565,26.0,black,female,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15566,25.0,black,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15575,22.0,white,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15577,23.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15586,22.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15587,29.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15615,21.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15624,34.0,hispanic,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
15634,24.0,white,male,False,True,True,True,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
15635,23.0,white,male,False,True,True,True,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
15641,17.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15653,26.0,white,male,False,True,True,True,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
15654,21.0,white,male,False,True,True,True,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
15655,17.0,white,male,False,True,True,True,PRE-EXISTING KNOWLEDGE,FRISK FOR SAFETY
15660,17.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
15732,42.0,hispanic,male,True,True,True,False,OTHER,FRISK FOR SAFETY
15734,19.0,hispanic,male,False,False,True,True,CALL FOR SERVICE,NA|PROBABLE CAUSE
15765,23.0,white,male,False,False,True,False,CALL FOR SERVICE,NA|PROBABLE CAUSE
15800,25.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15805,20.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
15837,41.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15844,45.0,black,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
15845,19.0,black,female,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
15846,21.0,black,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
15847,22.0,black,female,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
15848,21.0,black,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
15857,33.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
15868,18.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15879,20.0,white,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
15902,18.0,white,male,False,False,True,True,CALL FOR SERVICE,PROBABLE CAUSE
15968,21.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15974,22.0,black,female,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15989,24.0,hispanic,male,True,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
15994,20.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
16049,25.0,black,male,True,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
16055,18.0,black,male,True,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
16056,17.0,black,male,True,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
16057,16.0,black,male,True,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
16060,39.0,white,male,True,False,True,True,VIOLATION OF PENAL CODE,CONSENT
16077,36.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
16092,20.0,white,female,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
16093,46.0,black,male,False,False,True,False,CALL FOR SERVICE,PROBABLE CAUSE
16101,47.0,white,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
16113,45.0,hispanic,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
16120,39.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
16135,53.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
16137,22.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
16141,45.0,black,male,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
16145,28.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16150,30.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16151,29.0,hispanic,male,True,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16152,38.0,hispanic,female,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16164,44.0,black,male,True,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16171,16.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
16190,43.0,black,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16213,26.0,hispanic,male,True,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
16235,21.0,white,male,False,False,True,False,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
16247,36.0,white,male,True,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
16256,30.0,white,male,False,True,True,False,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
16257,33.0,hispanic,male,False,True,True,True,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY
16269,17.0,black,male,False,True,True,True,CALL FOR SERVICE,FRISK FOR SAFETY
16285,49.0,black,female,False,False,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,PROBABLE CAUSE
16355,23.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
16356,27.0,white,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
16359,41.0,black,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
16362,20.0,white,male,False,True,True,False,VIOLATION OF PENAL CODE,FRISK FOR SAFETY
16391,19.0,black,male,False,False,True,True,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE
16414,17.0,hispanic,male,False,True,True,False,CALL FOR SERVICE,FRISK FOR SAFETY
16422,16.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16423,17.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16424,16.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16425,13.0,hispanic,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16427,25.0,white,male,False,False,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,CONSENT
16429,21.0,white,male,False,True,True,True,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
16430,18.0,hispanic,male,False,True,True,False,VIOLATION OF TRANSPORTATION/VEHICLE LAWS,FRISK FOR SAFETY
