,subject_age,subject_race,subject_sex,arrest_made,citation_issued,warning_issued,contraband_found,search_vehicle,reason_for_stop
124133,23.0,black,male,False,False,True,False,True,Moving Violation
124135,29.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
124154,21.0,white,male,True,False,False,False,True,Moving Violation
124178,28.0,asian/pacific islander,male,False,True,False,True,True,Moving Violation
124179,28.0,asian/pacific islander,male,False,True,False,True,True,Moving Violation
124188,23.0,white,male,False,True,False,False,True,Moving Violation
124212,27.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124219,27.0,white,male,False,True,False,False,True,Moving Violation
124233,27.0,hispanic,female,False,False,False,False,True,Moving Violation
124269,20.0,hispanic,male,False,False,False,False,True,Moving Violation
124288,68.0,white,male,False,False,False,False,True,Moving Violation
124302,38.0,hispanic,male,False,False,False,False,True,Moving Violation
124313,19.0,black,male,False,True,False,False,True,Moving Violation
124332,33.0,white,male,False,True,False,True,True,Moving Violation
124337,28.0,other,male,True,False,False,True,True,Moving Violation
124366,30.0,hispanic,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124368,56.0,white,male,True,False,False,False,True,Moving Violation
124369,60.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124379,20.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124392,19.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124402,18.0,asian/pacific islander,male,False,False,True,True,True,Moving Violation
124408,22.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124413,34.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124422,21.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124431,29.0,black,male,False,True,False,False,True,Moving Violation
124441,25.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124443,25.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124444,27.0,black,male,False,False,True,True,True,Mechanical or Non-Moving Violation (V.C.)
124465,29.0,black,male,False,True,False,False,True,Moving Violation
124496,50.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124509,30.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124511,48.0,hispanic,male,True,False,False,True,True,Moving Violation
124515,30.0,other,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
124520,22.0,other,male,False,True,False,False,True,Moving Violation
124539,20.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
124568,23.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124610,19.0,white,male,True,False,False,True,True,Moving Violation
124635,23.0,hispanic,male,False,True,False,False,True,Moving Violation
124658,26.0,hispanic,male,False,True,False,False,True,Moving Violation
124672,45.0,white,male,True,False,False,False,True,Moving Violation
124678,28.0,black,male,False,False,True,False,True,Moving Violation
124691,45.0,white,male,True,False,False,False,True,Moving Violation
124710,50.0,other,male,False,False,True,False,True,Moving Violation
124715,25.0,black,female,False,True,False,True,True,Moving Violation
124726,35.0,hispanic,male,False,False,False,False,True,Moving Violation
124727,25.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
124737,43.0,white,male,False,True,False,False,True,Moving Violation
124754,54.0,black,male,False,True,False,False,True,Moving Violation
124772,30.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124841,41.0,black,male,False,False,True,False,True,Moving Violation
124867,48.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124875,19.0,hispanic,male,True,False,False,False,True,Traffic Collision
124878,32.0,white,female,False,False,True,True,True,Moving Violation
124919,24.0,black,male,False,True,False,False,True,Moving Violation
124921,22.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124929,19.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
124962,31.0,hispanic,male,True,False,False,False,True,Moving Violation
124978,24.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
125001,46.0,other,male,False,True,False,False,True,Moving Violation
125012,25.0,black,male,False,False,True,False,True,BOLO/APB/Warrant
125035,27.0,hispanic,male,False,True,False,False,True,Moving Violation
125037,25.0,asian/pacific islander,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125075,24.0,black,male,True,False,False,True,True,Moving Violation
125086,36.0,black,male,False,False,True,False,True,Moving Violation
125087,26.0,white,female,False,True,False,True,True,Moving Violation
125122,33.0,other,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
125135,25.0,black,male,False,False,True,False,True,Moving Violation
125164,32.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125248,26.0,white,male,False,False,True,False,True,Moving Violation
125282,21.0,black,female,False,False,True,True,True,Moving Violation
125296,19.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125321,21.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125339,34.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
125343,23.0,other,female,False,False,True,False,True,Moving Violation
125359,23.0,black,male,False,False,True,False,True,Moving Violation
125361,47.0,black,male,False,True,False,False,True,Moving Violation
125384,17.0,black,male,False,True,False,False,True,Moving Violation
125385,36.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125445,23.0,other,male,False,True,False,False,True,Moving Violation
125449,21.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125459,27.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
125473,30.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
125480,25.0,hispanic,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
125526,20.0,black,male,True,False,False,False,True,Moving Violation
125529,22.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125552,35.0,white,female,False,True,False,False,True,Moving Violation
125558,25.0,black,female,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125571,35.0,black,male,False,True,False,False,True,Moving Violation
125585,19.0,hispanic,male,False,True,False,False,True,Moving Violation
125594,33.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
125597,25.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
125617,31.0,other,male,False,False,False,False,True,Moving Violation
125625,27.0,black,male,False,True,False,False,True,Moving Violation
125661,20.0,black,female,False,True,False,False,True,Moving Violation
125663,27.0,other,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125667,38.0,hispanic,male,True,False,False,False,True,Moving Violation
125669,23.0,asian/pacific islander,male,False,False,False,False,True,Moving Violation
125707,21.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125711,54.0,black,male,False,False,False,False,True,Moving Violation
125751,27.0,black,female,False,True,False,False,True,Moving Violation
125761,25.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125771,20.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125780,20.0,black,male,False,False,True,False,True,Moving Violation
125785,30.0,black,male,False,True,False,True,True,Moving Violation
125801,26.0,hispanic,male,False,True,False,False,True,Moving Violation
125904,28.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
125919,29.0,black,male,False,False,True,False,True,Moving Violation
125937,32.0,white,female,False,False,False,False,True,Moving Violation
125940,32.0,black,male,False,False,True,False,True,Moving Violation
125984,40.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
126013,33.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126024,25.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126072,19.0,black,female,True,False,False,False,True,Moving Violation
126090,56.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126098,20.0,hispanic,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126099,23.0,hispanic,male,False,True,False,False,True,Moving Violation
126100,25.0,hispanic,male,True,False,False,False,True,Moving Violation
126170,45.0,white,male,True,False,False,False,True,Moving Violation
126179,40.0,hispanic,male,False,False,False,False,True,Moving Violation
126265,41.0,black,male,False,True,False,False,True,Moving Violation
126278,48.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126299,31.0,black,male,False,True,False,False,True,Moving Violation
126306,30.0,hispanic,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126336,53.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126341,23.0,black,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
126364,65.0,white,female,True,False,False,True,True,Moving Violation
126368,20.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126386,20.0,black,male,False,False,True,False,True,Moving Violation
126401,24.0,hispanic,male,False,True,False,True,True,Moving Violation
126408,20.0,black,male,True,False,False,False,True,Moving Violation
126486,34.0,other,male,False,False,True,False,True,Moving Violation
126510,30.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126513,45.0,other,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126517,23.0,hispanic,female,True,False,False,False,True,Moving Violation
126539,42.0,black,male,True,False,False,True,True,Moving Violation
126542,28.0,asian/pacific islander,male,True,False,False,False,True,Moving Violation
126550,25.0,black,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126552,18.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126557,26.0,hispanic,male,False,False,True,False,True,Moving Violation
126558,21.0,asian/pacific islander,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126567,57.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126616,22.0,other,female,False,True,False,False,True,Moving Violation
126650,22.0,black,male,False,False,False,False,True,Moving Violation
126661,21.0,black,male,False,True,False,False,True,Moving Violation
126662,30.0,black,male,False,True,False,False,True,Moving Violation
126670,44.0,hispanic,male,False,False,False,False,True,Moving Violation
126724,45.0,black,male,False,False,False,False,True,Moving Violation
126729,36.0,black,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126736,22.0,white,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126744,20.0,other,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126751,23.0,black,male,True,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126762,30.0,asian/pacific islander,male,False,True,False,False,True,Moving Violation
126784,23.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126803,49.0,white,male,False,False,True,False,True,Mechanical or Non-Moving Violation (V.C.)
126813,26.0,hispanic,male,True,False,False,False,True,Moving Violation
126815,37.0,white,female,False,True,False,True,True,Moving Violation
126822,40.0,white,male,False,False,False,False,True,Moving Violation
126852,47.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126856,19.0,other,male,False,False,True,False,True,Moving Violation
126936,31.0,hispanic,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126987,54.0,white,male,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
126993,33.0,white,male,True,False,False,True,True,Moving Violation
127008,35.0,hispanic,female,False,True,False,False,True,Moving Violation
127022,27.0,white,male,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
127027,44.0,hispanic,male,False,True,False,False,True,Moving Violation
127036,24.0,black,female,False,True,False,False,True,Mechanical or Non-Moving Violation (V.C.)
127081,19.0,white,female,False,False,False,False,True,Mechanical or Non-Moving Violation (V.C.)
